 rho,v,p
   1.0000000000000000      ,  -2.4068414766133612E-252 ,   1.0000000000000000     
   1.0000000000000000      ,   4.6080834155401810E-250 ,   1.0000000000000000     
   1.0000000000000000      ,   2.2596619494882994E-248 ,   1.0000000000000000     
   1.0000000000000000      ,   1.0846619510378372E-246 ,   1.0000000000000000     
   1.0000000000000000      ,   5.0999580468556345E-245 ,   1.0000000000000000     
   1.0000000000000000      ,   2.3497612357852383E-243 ,   1.0000000000000000     
   1.0000000000000000      ,   1.0615147174042936E-241 ,   1.0000000000000000     
   1.0000000000000000      ,   4.7057766288211802E-240 ,   1.0000000000000000     
   1.0000000000000000      ,   2.0492041777082909E-238 ,   1.0000000000000000     
   1.0000000000000000      ,   8.7760858637598534E-237 ,   1.0000000000000000     
   1.0000000000000000      ,   3.7010764616185466E-235 ,   1.0000000000000000     
   1.0000000000000000      ,   1.5389104139765753E-233 ,   1.0000000000000000     
   1.0000000000000000      ,   6.3161582183520725E-232 ,   1.0000000000000000     
   1.0000000000000000      ,   2.5612074395253487E-230 ,   1.0000000000000000     
   1.0000000000000000      ,   1.0267051125867113E-228 ,   1.0000000000000000     
   1.0000000000000000      ,   4.0695404159309410E-227 ,   1.0000000000000000     
   1.0000000000000000      ,   1.5946299947617843E-225 ,   1.0000000000000000     
   1.0000000000000000      ,   6.1737709839644067E-224 ,   1.0000000000000000     
   1.0000000000000000      ,   2.3597240625789203E-222 ,   1.0000000000000000     
   1.0000000000000000      ,   8.8954826269826057E-221 ,   1.0000000000000000     
   1.0000000000000000      ,   3.3039954297469948E-219 ,   1.0000000000000000     
   1.0000000000000000      ,   1.2080070528854801E-217 ,   1.0000000000000000     
   1.0000000000000000      ,   4.3444017698784438E-216 ,   1.0000000000000000     
   1.0000000000000000      ,   1.5359901777101466E-214 ,   1.0000000000000000     
   1.0000000000000000      ,   5.3373181900350331E-213 ,   1.0000000000000000     
   1.0000000000000000      ,   1.8227507816505482E-211 ,   1.0000000000000000     
   1.0000000000000000      ,   6.1193719651172037E-210 ,   1.0000000000000000     
   1.0000000000000000      ,   2.0205646877931312E-208 ,   1.0000000000000000     
   1.0000000000000000      ,   6.5664527257872704E-207 ,   1.0000000000000000     
   1.0000000000000000      ,   2.1021773629458133E-205 ,   1.0000000000000000     
   1.0000000000000000      ,   6.6365969872499341E-204 ,   1.0000000000000000     
   1.0000000000000000      ,   2.0685691456827505E-202 ,   1.0000000000000000     
   1.0000000000000000      ,   6.3737038762542212E-201 ,   1.0000000000000000     
   1.0000000000000000      ,   1.9439279150932067E-199 ,   1.0000000000000000     
   1.0000000000000000      ,   5.8763244735558315E-198 ,   1.0000000000000000     
   1.0000000000000000      ,   1.7628728595743086E-196 ,   1.0000000000000000     
   1.0000000000000000      ,   5.2545730442614249E-195 ,   1.0000000000000000     
   1.0000000000000000      ,   1.5577671238027387E-193 ,   1.0000000000000000     
   1.0000000000000000      ,   4.5970110790198631E-192 ,   1.0000000000000000     
   1.0000000000000000      ,   1.3511546887917743E-190 ,   1.0000000000000000     
   1.0000000000000000      ,   3.9565009330526607E-189 ,   1.0000000000000000     
   1.0000000000000000      ,   1.1541885384943633E-187 ,   1.0000000000000000     
   1.0000000000000000      ,   3.3531227089181151E-186 ,   1.0000000000000000     
   1.0000000000000000      ,   9.6952523098053394E-185 ,   1.0000000000000000     
   1.0000000000000000      ,   2.7877033323594377E-183 ,   1.0000000000000000     
   1.0000000000000000      ,   7.9634571199039389E-182 ,   1.0000000000000000     
   1.0000000000000000      ,   2.2579014930374794E-180 ,   1.0000000000000000     
   1.0000000000000000      ,   6.3484475108061653E-179 ,   1.0000000000000000     
   1.0000000000000000      ,   1.7687391087577618E-177 ,   1.0000000000000000     
   1.0000000000000000      ,   4.8804064969483372E-176 ,   1.0000000000000000     
   1.0000000000000000      ,   1.3332408455041164E-174 ,   1.0000000000000000     
   1.0000000000000000      ,   3.6057308932779266E-173 ,   1.0000000000000000     
   1.0000000000000000      ,   9.6557529025764221E-172 ,   1.0000000000000000     
   1.0000000000000000      ,   2.5612854149090437E-170 ,   1.0000000000000000     
